erledigen, erledigt, erledigte, hat erledigt	to take care of, deal with	erledigen				Diese zwei Pakete müssen zur Post. Könntest du das für mich erledigen?	These two packages have to go to the post office. Could you do that for me?				
erleichtern, erleichtert, erleichterte, hat erleichtert	to make easier, lighten	erleichtern				Ich bin erleichtert, dass alles so gut geklappt hat.	I am relieved that everything went so well.	Das Internet erleichtert mir die Arbeit sehr.	The internet makes my job a lot easier.		
die Ermäßigung, -en	reduction	Ermäßigung	die			Es gibt eine Ermäßigung für Kinder und Senioren.	There is a discount for children and seniors.				
ernähren, ernährt, ernährte, hat ernährt	to feed, nourish	ernähren				Wie ernähre ich mich richtig?	How do I eat properly?	Meine Eltern müssen beide arbeiten, um die Familie zu ernähren.	My parents both have to work to feed the family.		
die Ernährung, -en	nourishment	Ernährung	die			Ich finde eine gesunde Ernährung wichtig.	I think a healthy diet is important.				
ernst	serious	ernst				Das ist ein ernstes Problem.	"That's a serious problem."				
eröffnen, eröffnet, eröffnete, hat eröffnet	to open	eröffnen				Mein Nachbar hat letzten Monat ein Geschäft eröffnet.	My neighbor opened a shop last month.	Ich möchte ein Konto eröffnen.	I would like to open an account.		
die Eröffnung, -en	opening	Eröffnung	die			Die Eröffnung war am 1. Juni.	The opening was on June 1st.				
erreichen, erreicht, erreichte, hat erreicht	to reach	erreichen				Wenn wir uns beeilen, erreichen wir noch den 8- Uhr-Zug.	"If we hurry, we still reach the 8 o'clock train."	Bis 17 Uhr können Sie mich im Büro erreichen.	You can reach me in the office <u>until</u> 5 pm	Auf diese Art erreichen Sie bei mir gar nichts.	That way, You can not achieve anything with me.
der Ersatz (Sg.)	replacement	Ersatz	der			Sie bekommen von unserer Firma einen Ersatz für das kaputte Gerät.	You get from our company a replacement for the broken device.				
das Ersatzteil, -e	spare part	Ersatzteil	das			Haben Sie für dieses Gerät Ersatzteile?	Do you have spare parts for this device?				
erschöpft	exhausted	erschöpft				Nach der Nachtschicht bin ich immer sehr erschöpft.	After the night shift I am always very exhausted.				
erschrecken, erschrickt, erschrak, ist erschrocken / jdn. erschrecken, erschreckt, erschreckte	to scare, schock	erschrecken				Entschuldigung. Ich wollte Sie nicht erschrecken.	Excuse me. I did not mean to scare you.	Hast du mich aber erschreckt!	Did you scare me?	Du hast richtig krank ausgesehen. - Ich war ganz erschrocken.	You looked really sick. - I was very scared.
ersetzen, ersetzt, ersetzte, hat ersetzt	to replace	ersetzen				Peter ist krank. Jemand muss ihn ersetzen.	Peter is ill. Someone has to replace him.	Wir ersetzen Ihnen die Kosten.	We will replace the costs.		
erst	first	erst				Sofia ist erst 20 Jahre alt.	Sofia is only 20 years old.	Ich habe das erst gestern erfahren.	I only found out yesterday.	Sprich erst mit dem Arzt.	Talk to the doctor first.
erst-	first	ersten				Ich war zum ersten Mal allein im Urlaub.	I was alone on vacation for the first time.	Ich wohne im ersten Stock.	I live on the first floor.	An erster Stelle kommt die Schule.	In the first place comes the school.
erstellen, erstellt, erstellte, hat erstellt	to erect, build	erstellen				Erstellen Sie bitte eine Liste mit allen Informationen, die Sie brauchen.	Please create a list with all the information you need.				
der Erwachsene, -n	adult	Erwachsene	der			Erwachsene zahlen 5 Euro, für Kinder ist der Eintritt frei.	Adults pay 5 euros, children are free.	Dieser Film ist nur für Erwachsene.	This movie is for adults only.		
erwarten, erwartet, erwartete, hat erwartet	to expect	erwarten				Ich erwarte einen Anruf aus Berlin.	I am expecting a call from Berlin.	Frau Müller erwartet ein Kind.	Mrs. Müller is expecting a child.	Wir hatten nichts anderes erwartet.	We had expected nothing else.
erzählen, erzählt, erzählte, hat erzählt	to tell	erzählen				Mein Mann hat mir schon viel von Ihnen erzählt.	My husband has already told me a lot about you.	Ich muss meinen Kindern abends immer eine Geschichte erzählen.	I always have to tell my children a story in the evening.		
erziehen, erzieht, erzog, hat erzogen	to bring up, raise	erziehen				Kinder zu erziehen ist nicht leicht.	To educate children is not easy.				
die Erziehung, -en	up bringing, education	Erziehung	die			Heute kümmern sich auch viele Väter um die Erziehung der Kinder.	Today many fathers take care of the education of the children.				
essen, isst, aß, hat gegessen	to eat	essen				Haben Sie schon zu Mittag gegessen?	Have you already had lunch?	Ich esse gern Bananen.	I like to eat bananas.	Was gibt es heute zu essen?	What is there to eat today?
das Essen, -	food	Essen	das			Darf ich Sie zum Essen einladen?	May I invite you to dinner?	Das Essen ist kalt geworden.	The food has become cold.		
der Essig, -e	vinegar	Essig	der			Am Salat fehlt noch etwas Essig.	The salad is still missing some vinegar.				
etwa	about	etwa				Von hier sind es etwa zwanzig Kilometer.	"It's about twenty kilometers <u>from here.</u>"	Von zu Hause brauche ich etwa 10 Minuten bis zur Arbeit.	From home I need about 10 minutes to get to work.	Du bist doch nichtd etwa krank?	"You're not sick, are you?"
etwas	something	etwas				Ich muss dir etwas erzählen.	I have to tell you something.	Ich habe nur Tee. Etwas anderes kann ich Ihnen leider nicht anbieten.	I only have tea. Unfortunately, I can not offer you anything else.	Haben Sie etwas zum Schreiben?	Do you have something to write about?
eventuell	possibly, perhaps	eventuell				Ich komme eventuell etwas später.	I may come a little later.				
ewig	eternally	ewig				Ich warte schon ewig auf mein neues Auto!	"I'm waiting forever for my new car!"				
der Experte, -n	expert	Experte	der			Ich verstehe ein bisschen was von Computern. Aber ich bin kein Experte.	"I understand a bit about computers. But I'm not an expert."				
der Export, -e	export	Export	der			Hier ist die Firma Schulz, Import und Export.	Here is the Schulz company, import and export.	Sonja arbeitet in der Exportabteilung.	Sonja works in the export department.		
extra	extra	extra				Die Getränke kosten extra.	The drinks cost extra.	Warum sind Sie nicht gekommen? Ich habe extra auf Sie gewartet.	Why did not you come? I was waiting for you.		
extrem	extreme	extrem				Die Prüfung war extrem schwer.	The exam was extremely difficult.				
die Fabrik, -en	factory	Fabrik	die			Mein Sohn arbeitet in einer Autofabrik.	My son works in a car factory.				
"das Fach, -""er"	compartment, field of expertise, subject	Fach	das			Die Handtücher sind im obersten Fach links.	The towels are left in the top compartment.	Welches Fach magst du in der Schule am liebsten?	Which subject do you most like in school?		
"der Fachmann, -""er"	expert	Fachmann	der			Mein Bruder ist Computerfachmann.	My brother is a computer specialist.				
die Fachleute (Pl.)	experts	Fachleute	die			Die Firmen suchen Fachleute für Maschinenbau.	The companies are looking for experts in mechanical engineering.				
die Fähre, -n	ferry	Fähre	die			Wir nehmen die Fähre über den Bodensee.	We take the ferry across Lake Constance.				
fahren, fährt, fuhr, ist/hat gefahren	to drive	fahren				Wir sind mit dem Zug gefahren.	We took the train.	Fahr nicht so schnell.	Do not drive so fast.	Der Chef fährt einen Mercedes.	The boss drives a Mercedes.
die Fahrbahn, -en	carriageway, roadway	Fahrbahn	die			Es sind Kühe auf der Fahrbahn.	There are cows on the road.				
der Fahrer,	driver	Fahrer	der			Der Fahrer des Wagens war nicht verletzt.	The driver of the car was not injured.	Leonid ist von Beruf Busfahrer.	Leonid is a bus driver by profession.	Bitte nicht mit dem Fahrer sprechen!	Please do not talk to the driver!
die Fahrkarte, -n	ticket	Fahrkarte	die			Fahrkarten bekommt man am Automaten.	Tickets are available at the machine.				
"der Fahrplan, -""e"	timetable	Fahrplan	der			Der Fahrplan hat sich geändert.	The timetable has changed.	Haben Sie schon den neuen Sommerfahrplan?	Do you already have the new summer timetable?		
"das Fahrrad, -""er"	bicycle	Fahrrad	das			Ich fahre jeden Morgen mit dem Fahrrad zur Arbeit.	I cycle to work every morning.				
die Fahrschule, -n	driving school	Fahrschule	die			Wenn du den Führerschein machen willst, musst du in eine Fahrschule gehen.	If you want to get the driving license, you have to go to a driving school.				
das Fahrzeug, -e	vehicle	Fahrzeug	das			Wem gehört das Fahrzeug?	Who owns the vehicle?				
fair	fair	fair				Ich finde, unsere Mannschaft hat sehr fair gespielt.	I think our team played very fair.				
fallen, fällt, fiel, ist gefallen	to fall	fallen				Das Glas ist auf den Boden gefallen.	The glass fell to the floor.	In den Bergen ist schon Schnee gefallen.	Snow has already fallen <u>in the mountains</u>.	Die Temperatur ist ganz plötzlich unter null gefallen.	The temperature suddenly dropped below zero.
"der Fall, -""e"	case	Fall	der			Was würden Sie in diesem Fall tun?	What would you do in this case?	Rufen Sie auf jeden Fall vorher noch einmal an.	In any case call again before.	Für den Fall, dass meine Mutter aus dem Krankenhaus kommt, bleibe ich zu Hause.	In case my mother leaves the hospital, I stay home.
fällig	due	fällig				Die Rechnung ist Ende des Monats fällig.	The bill is due at the end of the month.				
falls	in case	falls				Falls es regnet, machen wir kein Picknick.	If it rains, we will not have a picnic.				
falsch	wrong	falsch				Tut mir leid, ich habe die falsche Nummer gewählt.	"I'm sorry, I chose the wrong number."	Meine Uhr geht falsch.	My watch is wrong.	Was Sie da sagen, ist falsch.	What you say is wrong.
die Familie, -n	family	Familie	die			Ich habe eine große Familie.	I have a big family.				
"der Familienstand, -""e"	marital status	Familienstand	der			Bei „Familienstand“ musst du „ledig“ ankreuzen.	"In ""Marital status"" you have to tick ""single""."				
der Fan, -s	fan (sport, etc.)	Fan	der			Ich bin kein Fan von lauter Musik.	"I'm not a fan of loud music."				
fangen, fängt, fing, hat gefangen	to catch	fangen				Das Kind hat den Ball gefangen.	The child has caught the ball.	Unsere Katze hat eine Maus gefangen.	Our cat has caught a mouse.		
die Fantasie, -n	fantasy	Fantasie	die			Mein Sohn malt sehr gut. Er hat viel Fantasie.	My son paints very well. He has a lot of imagination.				
die Farbe, -n	colour	Farbe	die			Welche Farbe magst du am liebsten?	Which color do you like the most?	Diese Farbe trocknet schnell.	This color dries quickly.		
farbig	colourful (not b~)	farbig				Ich brauche kein weißes, sondern farbiges Papier.	I do not need white paper but colored paper.				
fast	nearly	fast				Der Zucker ist fast alle.	The sugar is almost all.	Ich habe fast alles verstanden.	I understood almost everything.		
faul	lazy, spoilt (food, etc)	faul				Mein Sohn war am Anfang in der Schule sehr faul. Heute lernt er sehr fleißig.	My son was very lazy in the beginning at school. Today he is learning very hard.	Den Apfel kannst du nicht mehr essen. Der ist faul.	You can not eat the apple anymore. It is spoilt		
faxen, faxt, faxte, hat gefaxt	to fax	faxen				Sie können mir den Brief auch faxen.	You can also fax the letter to me.				
das Fax, -e	fax	Fax	das			Schicken Sie uns einfach ein Fax!	Just send us a fax!				
fehlen, fehlt, fehlte, hat gefehlt	to be wanting, missing, absent	fehlen				Auf dem Brief fehlt der Absender.	The sender is missing <u>on the letter</u>.	Hast du Kleingeld? Mir fehlt ein Euro.	"Do you have small money? I'm missing a Euro."	In der Kasse fehlen 20 Euro.	The box office lacks 20 euros.
der Fehler,	mistake	Fehler	der			Ich glaube, da haben Sie einen Fehler gemacht.	I think you made a mistake.	In der Werkstatt haben sie den Fehler sofort gefunden.	In the workshop they found the mistake immediately.		
feiern, feiert, feierte, hat gefeiert	to celebrate	feiern				Wir haben gestern Karls Geburtstag gefeiert.	"Yesterday we celebrated Karl's birthday."				
die Feier, -n	celebration	Feier	die			Es war eine schöne Feier.	It was a nice celebration.				
der Feierabend, -e	end of the working day	Feierabend	der			Einen schönen Feierabend.	A nice end to work.	Wann haben Sie Feierabend?	When are you finished with work?		
der Feiertag, -e	public holiday	Feiertag	der			Am Montag ist Feiertag.	On Monday is holiday.	Schöne Feiertage.	Happy holidays.		
das Fenster,	window	Fenster	das			Darf ich einen Moment das Fenster aufmachen?	May I open the window for a moment?				
die Ferien (Pl.)	holidays	Ferien	die			Wir machen im Sommer drei Wochen Ferien.	We are going on a summer vacation for three weeks.	Endlich ist die Schule aus! Jetzt sind sechs Wochen Ferien.	Finally the school is out! Now are six weeks vacation.		
die Fernbedienung, -en	remote control	Fernbedienung	die			Hast du die Fernbedienung gesehen?	Did you see the remote?				
fernsehen, sieht fern, sah fern, hat ferngesehen	to watch television	fernsehen				Meine Kinder dürfen abends nur eine Stunde fernsehen.	My children are only allowed to watch TV for one hour in the evening.				
das Fernsehen (Sg.)	television	Fernsehen	das			Was gibt es heute Abend im Fernsehen?	"What's on television tonight?"				
der Fernseher, -	television	Fernseher	der			Der Fernseher ist schon wieder kaputt.	The TV is broken again.				
fertig	ready	fertig				Das Essen ist gleich fertig.	The food is almost ready.	Wenn ich mit der Arbeit fertig bin, gehe ich nach Hause.	"When I'm done with the work, I go home."	Bist du fertig?	Are you ready?
fest	fixed, firm, solid, stong	fest				Mein Kollege glaubt fest daran, dass er die neue Stelle bekommt.	My colleague strongly believes that he will get the new job.	Als wir nach Hause kamen, haben die Kinder schon fest geschlafen.	When we got home, the kids were already fast asleep.	Für die nächste Familienfeier gibt es noch keinen festen Termin.	There is no fixed date for the next family celebration.
das Fest, -e	celebration, festival, party	Fest	das			Wenn ich 18 werde, feiern wir ein großes Fest.	When I turn 18, we celebrate a big party.	Frohes Fest!	Happy Holiday!		
die Festplatte, -n	hard disk	Festplatte	die			Mein Computer hat eine große Festplatte.	My computer has a large hard drive.				
festhalten, hält fest, hielt fest, hat festgehalten	to seize, hold fast	festhalten				Halt dich gut fest.	Hold on tight.	Halt die Flasche gut fest.	Hold the bottle tight.		
festlegen, legt fest, legte fest, hat festgelegt	commit, set, establish	festlegen				Ich weiß noch nicht, ob ich das mache. Ich möchte mich noch nicht festlegen.	I do not know yet if I do that. I do not want to commit myself yet.	Habt ihr den Hochzeitstermin schon festgelegt?	Have you already set the wedding date?		
festnehmen, nimmt fest, nahm fest, hat festgenommen	to capture, arrest	festnehmen				Die Polizei hat einen Mann festgenommen.	The police arrested a man.				
das Festnetz, -e	landline	Festnetz	das			Hast du einen Festnetzanschluss?	Do you have a landline connection?	Für Anrufe ins Festnetz gibt es einen günstigen Tarif.	For calls to landlines, there is a cheap rate.		
festsetzen, setzt fest, setzte fest, hat festgesetzt	to fix, settle	festsetzen				Die Ausländerbehörde hat diesen Termin festgesetzt.	The foreigners authority has set this date.				
feststellen, stellt fest, stellte fest, hat festgestellt	to establish, remark, lock	feststellen				Wir konnten den Absender des Briefes nicht feststellen.	We could not find the sender of the letter.	Der Arzt hat mich untersucht, konnte aber nichts feststellen.	The doctor examined me but could not find anything.		
fett	fat	fett				Die Wurst ist mir zu fett.	The sausage is too fat for me.	Das ist aber ein fetter Kater!	"That's a fat cat!"		
das Fett, -e	fat	Fett	das			Man soll nicht so viel Fett essen.	You should not eat so much fat.				
feucht	damp	feucht				Die Wäsche ist noch feucht.	The laundry is still wet.	Es ist heute feucht draußen.	"It's wet outside today."		
das Feuer, -	fire	Feuer	das			Der Schaden durch das Feuer war sehr groß.	The damage from the fire was very big.	Haben Sie Feuer?	Do you have a light?		
das Feuerzeug, -e Ist das Feuerzeug neu?	lighter	Feuerzeug	das			Ist das Feuerzeug neu?	Is the lighter new?				
die Feuerwehr, -en	fire brigade	Feuerwehr	die			Schnell! Rufen Sie die Feuerwehr! Die Nummer ist: 112.	Fast! Call the fire department! The number is: 112.				
das Fieber (Sg.)	fever, temperature	Fieber	das			Plötzlich hat meine Tochter hohes Fieber bekommen.	Suddenly my daughter got a high fever.				
die Figur, -en	figure	Figur	die			Lars hat eine gute Figur.	Lars has a good figure.	Bei diesem Spiel hat jeder Spieler vier Figuren.	In this game each player has four figures.		
der Film, -e	film	Film	der			Bis wann können Sie den Film entwickeln?	Until when can you develop the film?	Den Film musst du dir unbedingt ansehen.	You have to watch the movie.		
finanzieren, finanziert, finanzierte, hat finanziert	to finance, be financed	finanzieren				Ich weiß nicht, wie ich das Auto finanzieren soll.	I do not know how to finance the car.				
finanziell	financial	finanziell				Finanziell geht es meinem Neffen jetzt besser.	Financially my nephew is better now.				
finden, findet, fand, hat gefunden	to find	finden				Mein Onkel hat eine gute Arbeit gefunden.	My uncle has found a good job.	Ich kann meinen Schlüssel nicht finden.	I can not find my key.	Luigi finde ich sehr nett.	I think Luigi is very nice.
der Finger, -	finger	Finger	der			Alessandro hat sich in den Finger geschnitten.	Alessandro has cut his finger.				
die Firma, die Firmen	firm	Firma	die			Seit wann arbeiten Sie bei dieser Firma?	Since when do you work for this company?				
der Fisch, -e	fish	Fisch	der			In diesem See gibt es kaum noch Fische.	There are hardly any fish left in this lake.	Fisch esse ich lieber als Fleisch.	I eat fish rather than meat.		
fit	fit	fit				Ich halte mich durch Sport fit.	I keep fit through sport.				
die Fitness (Sg.)	fitness	Fitness	die			Ich tue viel für meine Fitness.	I do a lot for my fitness.				
flach	flat	flach				Für die Arbeit brauche ich flache Schuhe.	I need flat shoes for work.	An dieser Stelle ist der See sehr flach.	At this point the lake is very shallow.		
die Fläche, -n	area	Fläche	die			Unsere Wohnung hat eine Wohnfläche von 100 m2 .	Our apartment has a living area of ​​100 m2.				
die Flasche, -n	bottle	Flasche	die			Wo kann man die leeren Flaschen zurückgeben?	Where can you return the empty bottles?	Eine Flasche Bier bitte.	A bottle of beer please.		
der Fleck, -en	stain, patch	Fleck	der			Du hast einen Fleck auf der Bluse.	You have a stain on the blouse.				
das Fleisch (Sg.)	meat	Fleisch	das			Fleisch mag ich nicht.	I do not like meat.				
fleißig	diligent, industrious	fleißig				Pamela ist wirklich fleißig. Sie macht immer ihre Hausaufgaben.	Pamela is really hardworking. She always does her homework.				
flexibel	flexible	flexibel				Meine Arbeitszeit ist flexibel.	My working time is flexible.				
fliegen, fliegt, flog, ist geflogen	to fly	fliegen				Der Vogel ist auf einen Baum geflogen.	The bird has flown on a tree.	Diese Maschine fliegt direkt nach New York.	This plane flies directly to New York.	Ich bin nach Berlin geflogen.	I flew to Berlin.
fliehen, flieht, floh, ist geflohen	to flee	fliehen				Der Einbrecher ist sofort geflohen.	The burglar fled immediately.				
die Flucht, -en	flight	Flucht	die			Der Einbrecher war schon auf der Flucht.	The burglar was already on the run.				
fließen, fließt, floss, ist geflossen	to flow	fließen				Dieser Fluss fließt in die Nordsee.	This river flows into the North Sea.				
fließend	fluent	fließend				Mein Kollege spricht fließend Deutsch.	My colleague is fluent in German.	Ich hatte nur ein Zimmer mit fließendem Wasser.	I only had one room with running water.		
"der Flug, -""e"	flight	Flug	der			Ich habe den Flug für Sie gebucht.	I booked the flight for you.				
"der Flughafen, -"""	airport	Flughafen	der			Der Flughafen liegt 30 km außerhalb.	The airport is 30 km outside.	Kannst du mich zum Flughafen bringen?	Can you take me to the airport?		
das Flugzeug, -e	airplane	Flugzeug	das			Das Flugzeug ist gerade gelandet.	The plane has just landed.				
der Flur, -e	hallway	Flur	der			Warten Sie bitte auf dem Flur.	Please wait in the corridor.				
"der Fluss, -""e"	river	Fluss	der			Wie heißt dieser Fluss?	What is the name of this river?				
die Flüssigkeit, -en	the fluid	Flüssigkeit	die			Dieses Medikament muss man mit viel Flüssigkeit einnehmen.	This medicine must be taken with plenty of fluids.				
folgen, folgt, folgte, ist gefolgt	to follow	folgen				Es folgen die Nachrichten.	The news <u>follow</u>.	Folgen Sie der Reiseleiterin.	Follow the tour guide.		
die Folge, -n	episode, consequences	Folge	die			Wenn Sie weiter so spät kommen, hat das Folgen.	If you keep coming up late, that has consequences.				
folgend	following	folgend				Mehr Informationen auf den folgenden Seiten.	More information on the following pages.	Sie müssen folgende Schulbücher kaufen.	You must buy the following textbooks.		
fordern, fordert, forderte, hat gefordert	to demand	fordern				Alles wird teurer. Wir fordern deshalb von unserer Firma mehr Lohn.	Everything gets more expensive. We therefore demand more pay from our company.				
die Forderung, -en	demand	Forderung	die			Die Forderung ist 10 % mehr Lohn.	The claim is 10% more pay.				
fördern, fördert, förderte, hat gefördert	to promote, help	fördern				Das BAMF fördert diesen Kurs.	The BAMF supports this course.				
die Förderung, -en	promotion	Förderung	die			Für das Projekt bekommen wir eine Förderung von der Stadt.	For the project we get a promotion from the city.				
die Form, -en	shape	Form (this is german)	die			Diese Schuhe haben eine schöne Form.	These shoes have a nice shape.	Ich möchte für den Geburtstag einen Kuchen backen. Kannst du mir eine Backform leihen?	I want to bake a cake for my birthday. Can you lend me a baking pan?		
das Formular, -e	formular	Formular	das			Füllen Sie bitte dieses Formular aus.	Please fill in this form.				
die Fortbildung, -en	further education	Fortbildung	die			Ich möchte nächstes Jahr in meinem Beruf eine Fortbildung machen.	I want to do a training in my job next year.				
der Fortschritt, -e	progress	Fortschritt	der			Ihre Kinder haben im Deutschen große Fortschritte gemacht.	Her children have made great progress in German.				
fortsetzen, setzt fort, setzte fort, hat fortgesetzt	to continue	fortsetzen				Wir setzen die Behandlung am nächsten Donnerstag um 11 Uhr fort.	We will continue treatment at 11am next Thursday.				
die Fortsetzung, -en	continuation, follow up	Fortsetzung	die			Fortsetzung folgt.	Sequel follows.				
fotografieren, fotografiert, fotografierte, hat fotografiert	to photograph	fotografieren				Ich fotografiere gern.	I like to take pictures.				
das Foto, -s	photo	Foto	das			Können Sie dieses Foto vergrößern?	Can you enlarge this photo?				
der Fotoapparat, -e	camera	Fotoapparat	der			Ich möchte mir einen Fotoapparat kaufen.	I want to buy a camera.				
die Fotografie, -n	photography	Fotografie	die			Ich interessiere mich für Fotografie.	I am interested in photography.				
fragen, fragt, fragte, hat gefragt	to ask	fragen				Darf ich Sie etwas fragen?	May I ask you something?	Hat jemand nach mir gefragt?	Has anyone asked for me?	Ich frage mich, ob das richtig war.	I wonder if that was correct.
die Frage, -n	question	Frage	die			Ich habe Ihre Frage leider nicht verstanden.	Unfortunately, I did not understand your question.	Das kommt gar nicht infrage!	It is out of the question!		
die Frau, -en	woman	Frau	die			In meinem Deutschkurs sind mehr Frauen als Männer.	There are more women than men in my German course.	Ist Ihre Frau berufstätig?	Is your wife working?	Guten Tag, Frau Müller!	Good day, Mrs. Müller!
frech	cheeky	frech				Du darfst in der Schule nicht so frech sein.	You can not be so naughty at school.				
frei	free	frei				Ist dieser Platz noch frei?	Is this seat still free?	Morgen haben wir frei.	Tomorrow we have free.	Eintritt frei.	Admission free.
die Freiheit, -en	freedom	Freiheit	die			Wir alle wünschen uns ein Leben in Freiheit.	We all want a life in freedom.				
die Freizeit, -en	freetime	Freizeit	die			In meiner Freizeit höre ich gern Musik.	In my spare time I like to listen to music.				
freiwillig	voluntary	freiwillig				Manchmal bleibe ich freiwillig länger im Büro.	Sometimes I voluntarily stay longer in the office.				
fremd	foreign	fremd				Ich reise gern in fremde Länder.	I like traveling to foreign countries.	Ich bin fremd hier.	"I'm a stranger here."		
die Fremdsprache, -n	foreign language	Fremdsprache	die			Wie viele Fremdsprachen kannst du?	How many foreign languages ​​do you know?	Für diese Stelle braucht man gute Fremdsprachenkenntnisse.	You need good foreign language skills for this job.		
fressen, frisst, fraß, hat gefressen	to eat (for animals)	fressen				Hat der Hund schon etwas zu fressen bekommen?	Did the dog already get something to eat?				
sich freuen, freut sich, freute sich, hat sich gefreut	to be glad	sich freuen				Es freut mich, dass alles so gut geklappt hat.	"I'm glad that everything went so well."	Ich habe mich über Ihr Geschenk sehr gefreut.	I was very happy about your gift.	Ich freue mich schon auf meinen nächsten Urlaub.	"I'm looking forward to my next vacation."
die Freude, -n	pleasure	Freude	die			Diese Arbeit macht mir viel Freude.	This work gives me a lot of pleasure.				
der Freund, -e	friend	Freund	der			Ich sehe meine Freunde nur am Wochenende.	I only see my friends on weekends.				
freundlich	friendly	freundlich				Er hat uns sehr freundlich begrüßt.	He greeted us very friendly.	Der Mann ist sehr freundlich zu mir.	The man is very friendly to me.	Mit freundlichen Grüßen	Best regards
frisch	fresh	frisch				Das Brot ist noch ganz frisch.	The bread is still fresh.	Die Handtücher sind frisch gewaschen.	The towels are freshly washed.	Ich muss mal an die frische Luft.	I have to go to the fresh air.
der Friseur, -e	hairdresser	Friseur	der			Hast du einen guten Friseur?	Do you have a good barber?	Meine Tochter will Friseurin werden.	My daughter wants to become a hairdresser.		
die Frist, -en	deadline	Frist	die			Die Frist ist abgelaufen.	The deadline has expired.				
befristet	limited, temporary	befristet				Ihre Aufenthaltserlaubnis ist befristet.	Your residence permit is temporary.	Die Arbeitserlaubnis ist unbefristet.	The work permit is perpetual.		
froh	happy, glad	froh				Ich bin froh, dass alles so gut geklappt hat.	I am glad that everything worked so well.	Frohes Fest!	Happy Holiday!		
die Frucht, -e	fruit (not Ö~)	Frucht	die			Welche Früchte kann man essen?	Which fruits can you eat?				
früh	early	früh				Hier ist schon am frühen Morgen starker Verkehr.	There is heavy traffic <u>here</u> even in the early morning.	Mein Vater arbeitet von früh bis spät.	My father works from morning to night.	Ich bin heute sehr früh aufgestanden.	I got up very early today.
früher/früher-	earlier, in former times	früher				Wir nehmen den früheren Zug.	We take the earlier train.	Früher habe ich in Berlin gewohnt.	I used to live in Berlin.		
frühstücken, frühstückt, frühstückte, hat gefrühstückt	to have breakfast	frühstücken				Haben Sie schon gefrühstückt?	Did you already have breakfast?				
das Frühstück, -e	breakfast	Frühstück	das			Wir sitzen gerade beim Frühstück.	We are currently having breakfast.	Sollen wir Ihnen das Frühstück aufs Zimmer bringen?	Shall we bring you breakfast in your room?		
fühlen, fühlt, fühlte, hat gefühlt	feel	fühlen				Fühl mal, ob das Wasser nicht zu heiß ist.	Feel if the water is not too hot.	Ich fühle mich wohl hier.	I am feeling good here.	Wie fühlen Sie sich?	How do you feel?
führen, führt,  führte, hat geführt	to lead	führen				Der Meister führt uns durch den Betrieb.	The master leads us through the operation.	Frau Meyer führt den Betrieb schon seit zehn Jahren.	Ms Meyer has been running the business for ten years.	Nach 20 Minuten führte unsere Mannschaft 2 : 0.	After 20 minutes our team led 2: 0.
der Führerschein, -e	driving license	Führerschein	der			Mein Bruder hat erst vor einem halben Jahr den Führerschein gemacht.	"My brother just took the driver's license six months ago."	Meine Frau hat keinen Führerschein.	"My wife does not have a driver's license."		
die Führung, -en	guide, lead, tour	Führung	die			Die nächste Führung beginnt um 15 Uhr.	The next tour starts at 3 pm.	Bayern München liegt in Führung.	Bayern Munich is in the lead.		
das Fundbüro, -s	lost property office	Fundbüro	das			Sie haben Ihren Schirm verloren. Da fragen Sie am besten im Fundbüro.	"You have lost your umbrella. It's best to ask at the lost property office."				
funktionieren, funktioniert, funktionierte, hat funktioniert	to function	funktionieren				Können Sie mir bitte mal zeigen, wie der Automat funktioniert?	Can you please show me how the machine works?	Unsere Ehe funktioniert nicht mehr.	Our marriage is not working anymore.		
für	for	für				Ist Post für mich da?	Is there mail for me?	Ich habe die Schlüssel für meine Wohnung verloren.	I lost the keys to my apartment.	Gibt es hier einen Sportverein für Jugendliche?	Is there a sports club for teens here?
furchtbar	terrible	furchtbar				Ich hatte mein Geld vergessen. Das war mir furchtbar unangenehm.	I forgot my money. That was terribly unpleasant to me.	Dennis hat furchtbare Schmerzen.	Dennis is in terrible pain.		
"der Fuß, -""e"	foot	Fuß	der			Thomas hat sich den linken Fuß gebrochen.	Thomas has broken his left foot.	Sind Sie zu Fuß gekommen?	Did you come on foot?		
"der Fußball, -""e"	football	Fußball	der			Hans wünscht sich zu Weihnachten einen neuen Fußball.	Hans wishes for Christmas a new football.	Spielt ihr gerne Fußball?	Do you like playing soccer?		
der Fußgänger, -	pedestrian	Fußgänger	der			Dieser Weg ist nur für Fußgänger.	This path is only for pedestrians.				
die Fußgängerzone, -n	pedestrian area	Fußgängerzone	die			Wir treffen uns um 15 Uhr in der Fußgängerzone.	We meet at 3pm in the pedestrian area.				
die Gabel, -n	fork	Gabel	die			Wir brauchen bitte noch eine Gabel.	We still need a fork.				
"der Gang, ""-e"	walk, passage, aisle	Gang	der			Bitte warten Sie draußen im Gang.	Please wait outside in the hallway.	Schalten Sie bitte jetzt in den dritten Gang.	Please shift to third gear now.	Was möchten Sie als ersten Gang? Suppe oder Salat?	What do you want as first gear? Soup or salad?
ganz	complete, completely	ganz				Ich habe den ganzen Tag noch nichts gegessen.	I have not eaten all day yet.	Den Zahnarzttermin habe ich ganz vergessen.	I completely forgot the dentist appointment.	Ich finde Janis ganz nett.	I think Janis very nice.
