ID,Name,Age,Nationality,Overall,Potential,Club,Value,Wage,Position
235290,Kevin Bonifazi,26,Italy,73,75,Bologna,3300000,2300000,CB
251675,Douglas Augusto Soares Gomes,25,Brazil,73,76,PAOK,4000000,100000,CM
186395,Matt Ritchie,32,Scotland,73,73,Newcastle United,2400000,5700000,LM
210972,Javier Manquillo Gaitán,28,Spain,73,73,Newcastle United,2800000,5500000,RB
246045,Pedro De la Vega,21,Argentina,73,83,Lanús,7000000,1100000,RM
253213,Giorgos Kyriakopoulos,26,Greece,73,75,Sassuolo,3500000,2300000,LB
229150,Pantelis Hatzidiakos,25,Greece,73,75,AZ,3500000,800000,RB
230686,Jean-Victor Makengo,24,France,73,79,Udinese,4800000,1200000,CM
240926,Nathaniel Phillips,25,England,73,76,Liverpool,3600000,5700000,CB
230175,Frederico Peter Cabral Bardini,30,Brazil,73,73,Atlético Mineiro,2000000,2000000,GK
186143,Oliver Norwood,31,Northern Ireland,73,73,Sheffield United,2100000,2100000,CDM
219680,Cédric Hountondji,28,Benin,73,74,Angers SCO,2900000,1800000,CB
230432,Darío Filipe Esteiro Cortejo,26,Brazil,73,73,São Paulo,3400000,3100000,ST
239904,Davit Khocholava,29,Georgia,73,74,København,2800000,1800000,CB
252448,Jamie Leweling,21,Germany,73,82,FC Union Berlin,7000000,2000000,ST
211489,Jonatan Gómez,32,Argentina,73,73,Racing Club,2400000,1200000,CAM
252961,Tanguy Nianzou,20,France,73,85,Sevilla,7000000,1300000,CB
210722,Júlio Carolino Tavares,33,Cape Verde Islands,73,73,Al Raed,1900000,1800000,ST
210723,Niko Gießelmann,30,Germany,73,73,FC Union Berlin,2600000,2200000,LWB
229667,José Antonio Ferrández Pomares,32,Spain,73,73,Elche,2400000,1600000,RM
230435,Luis David Couprins Acuna,22,Brazil,73,73,Athletico PR,3200000,1000000,CDM
191011,Luigi Sepe,31,Italy,73,73,Salernitana,1600000,1600000,GK
202276,Simon Zoller,31,Germany,73,73,VfL Bochum 1848,2600000,2200000,ST
225316,Jack Hendry,27,Scotland,73,76,Cremonese,3500000,1800000,CB
230436,Nuno Caio Lisareda Abravanel,22,Brazil,73,73,Corinthians,3600000,2200000,ST
235812,Giorgi Kvilitaia,28,Georgia,73,73,APOEL,3100000,100000,ST
186148,Ron-Robert Zieler,33,Germany,73,73,Hannover 96,1000000,1700000,GK
226085,Leonardo Cesar Jardim,27,Brazil,73,77,Lille,3200000,1800000,GK
228645,Lukas Görtler,28,Germany,73,73,St. Gallen,3000000,1100000,CM
227622,Stijn Spierings,26,Netherlands,73,76,Toulouse,3600000,1500000,CDM
231207,Jhon Lucumí,24,Colombia,73,81,Bologna,6500000,2000000,CB
179751,Joaquín Larrivey,37,Argentina,73,73,Cosenza,1000000,300000,ST
220969,Niclas Eliasson,26,Sweden,73,74,AEK Athens,3600000,100000,RM
184873,Ismaël Traoré,35,Côte d'Ivoire,73,73,Metz,80000000,500000,CB
204842,Yanick Brecher,29,Switzerland,73,75,Zürich,2500000,1200000,GK
236075,Enzo Diogo Merques Gomes,26,Brazil,73,73,Internacional,3000000,2000000,LB
214572,Juan Angulo,33,Colombia,73,73,Deportes Tolima,1600000,400000,RB
236076,Marlion Gustavo Simões Paiva,30,Brazil,73,73,Ceará,2600000,1100000,LB
204077,M'Baye Niang,27,Senegal,73,74,Auxerre,3600000,1700000,ST
230445,Rodolfo Dilson Pitta Fonseca,22,Brazil,73,73,Cuiabá,3600000,1400000,ST
255533,Youssouf Ndayishimiye,23,Burundi,73,80,İstanbul Başakşehir,5500000,2200000,CB
205360,Kemar Roofe,29,Jamaica,73,73,Rangers,3000000,4400000,ST
213296,Nabil Bentaleb,27,Algeria,73,74,Angers SCO,3100000,1700000,CDM
252208,Rıdvan Yılmaz,21,Turkey,73,82,Rangers,6500000,2600000,LB
233265,Rémi Oudin,25,France,73,74,Lecce,3600000,800000,LM
200754,Tolga Ciğerci,30,Turkey,73,73,Ankaragücü,2500000,1200000,CDM
204850,Tokmac Chol Nguen,28,Norway,73,73,Ferencváros,3100000,100000,CAM
229682,Dael Fry,24,England,73,77,Middlesbrough,3900000,1800000,CB
245810,Willer Ditta,25,Colombia,73,78,Newell's Old Boys,4000000,1100000,CB
216627,Kieffer Moore,29,Wales,73,73,AFC Bournemouth,3000000,4000000,ST
229683,Rodrigo Cunha Pereira de Pinho,31,Brazil,73,73,Benfica,2600000,1200000,ST
270390,Marcus Vincius Oliveira Alencar,19,Brazil,73,86,Arsenal,7000000,3000000,RM
198455,Johan Larsson,32,Sweden,73,73,Elfsborg,2100000,500000,RB
226103,Sergio Akieme Rodríguez,24,Spain,73,80,Almería,6000000,1600000,LB
239671,José Antonio Morente Oliva,25,Spain,73,76,Elche,4000000,1600000,RM
258615,Oier Zarraga Egaña,23,Spain,73,80,Athletic Club,6000000,1800000,CM
193847,Osmar Ibañez Barba,34,Spain,73,73,Seoul,1000000,700000,CB
198200,Benjamin Stambouli,31,France,73,73,Adana Demirspor,2100000,1600000,CDM
208440,Marcus Danielson,33,Sweden,73,73,Djurgården,1500000,700000,CB
230456,Claudiano Vair Paes Neto,34,Brazil,73,73,São Paulo,1400000,3100000,RW
205369,Rob Schoofs,28,Belgium,73,73,Mechelen,3000000,1300000,CM
211513,Tom Lawrence,28,Wales,73,73,Rangers,3100000,4400000,LW
244793,Tomáš Chorý,27,Czech Republic,73,73,Viktoria Plzeň,3300000,100000,ST
199738,Francisco Vélez Jiménez,31,Spain,73,73,Al Fateh,2100000,2200000,CB
228410,Daniel Iversen,24,Denmark,73,78,Leicester City,3700000,3300000,GK
235834,Fabio Depaoli,25,Italy,73,76,Hellas Verona,3700000,1400000,RB
198715,Sergio León Limones,33,Spain,73,73,Real Valladolid,1900000,2000000,ST
180283,Sung Yueng Ki,33,Korea Republic,73,73,Seoul,1500000,700000,CDM
204092,Janis Blaswich,31,Germany,73,73,RB Leipzig,1600000,2600000,GK
209724,Gustavo H. Vernes,29,Brazil,73,74,Fenerbahçe,2800000,4300000,CB
216380,Daley Sinkgraven,26,Netherlands,73,74,Bayer 04 Leverkusen,3300000,3200000,LB
175932,Ritchie De Laet,33,Belgium,73,73,Antwerp,1600000,1600000,RB
242236,Francisco Reis Ferreira,25,Portugal,73,77,Vitesse,3800000,1000000,CB
190780,Sean Johnson,33,United States,73,73,New York City,1000000,600000,GK
204349,Ibrahim Šehić,33,Bosnia and Herzegovina,73,73,Konyaspor,1000000,1100000,GK
226877,Ivo Tiago Santos Rodrigues,27,Portugal,73,73,Famalicão,3200000,900000,RM
230717,Tino Kadewere,26,Zimbabwe,73,74,Mallorca,3600000,4600000,RW
231485,Axel Tuanzebe,24,England,73,77,Manchester United,3900000,5500000,CB
234045,Henry Onyekuru,25,Nigeria,73,75,Adana Demirspor,3800000,1900000,LW
230462,Thiago Marcos Rolim Nascimento,26,Brazil,73,73,Cuiabá,3300000,1600000,LW
241470,Alejandro Centelles Plaza,22,Spain,73,80,Almería,6000000,1600000,LB
204863,Iván Sánchez Aguayo,29,Spain,73,73,Real Valladolid,3000000,1900000,RM
227647,Maximilian Mittelstädt,25,Germany,73,76,Hertha BSC,3700000,2100000,LB
239679,Pasquale Mazzocchi,26,Italy,73,74,Salernitana,3300000,2000000,RWB
194879,Sergi Enrich Ametller,32,Spain,73,73,Real Oviedo,2500000,1000000,ST
215616,David Jason Remeseiro Salgueiro,27,Spain,73,73,Deportivo Alavés,3200000,1100000,RM
208449,Christophe Hérelle,29,France,73,73,Brest,2500000,1800000,CB
209729,Barrie McKay,27,Scotland,73,73,Hearts,3200000,800000,LW
211009,Darragh Lenihan,28,Republic of Ireland,73,75,Middlesbrough,3100000,2200000,CB
230209,Hugo Goiteira Regalo,30,Brazil,73,73,Ceará,2500000,1100000,CB
240193,Elvis Rexhbeçaj,24,Kosovo,73,77,FC Augsburg,4300000,1900000,CM
211522,Alexander Callens,30,Peru,73,73,New York City,2500000,700000,CB
189250,Salomón Rondón,32,Venezuela,73,73,Everton,2500000,3300000,ST
204355,Paul Dummett,30,Wales,73,73,Newcastle United,2500000,5200000,CB
208451,Robin Quaison,28,Sweden,73,73,Al Ittifaq,3100000,2700000,CF
209987,Marcel Schuhen,29,Germany,73,73,Darmstadt 98,2100000,1300000,GK
231235,Kelvin Amian,24,France,73,77,Spezia,4099999,1200000,RWB
259139,David Pereira Da Costa,21,Portugal,73,81,Lens,7000000,2000000,LW
229444,Fernando De Paul,31,Chile,73,73,Everton,1600000,300000,GK
190276,Stoppila Sunzu,33,Zambia,73,73,Shijiazhuang Ever Bright,1500000,800000,CB
201285,Christian Gytkjær,32,Denmark,73,73,Monza,2500000,3900000,ST
184133,André Castro Pereira,34,Portugal,73,73,Sporting Braga,1400000,1200000,CM
200519,Jorge Pulido Mayoral,31,Spain,73,73,Huesca,2100000,900000,CB
216391,Erik Nascimento de Lima,27,Brazil,73,73,Changchun Yatai,3200000,1000000,LM
230215,Osvaldo Murilo Lodeiro Ferreira,22,Brazil,73,73,Bragantino,3100000,1100000,CB
230727,Gautier Larsonneur,25,France,73,76,Valenciennes,3100000,1300000,GK
206152,Luciano Aued,35,Argentina,73,73,Universidad Católica,1200000,700000,CM
231240,Emre Mor,24,Turkey,73,75,Fenerbahçe,4000000,3900000,RM
232008,Antonio Latorre Grueso,24,Spain,73,78,Valencia,4300000,2000000,LB
205897,Nathaniel Chalobah,27,England,73,74,Fulham,3100000,3800000,CDM
229705,Jean-Kévin Duverne,24,France,73,77,Brest,4099999,1500000,RB
232521,Lucas Merolla,27,Argentina,73,75,Huracán,3200000,1100000,CB
192073,Andrea Bertolacci,31,Italy,73,73,Kayserispor,2500000,1500000,CM
220491,Emmanuel Gyasi,28,Ghana,73,73,Spezia,3100000,1600000,RM
224075,André Luís Gomes Simões,32,Portugal,73,73,Famalicão,2000000,800000,CDM
204876,Carlos Clerc Martínez,30,Spain,73,73,Elche,2600000,1500000,LB
225356,Andrés Ibargüen,30,Colombia,73,73,Deportes Tolima,2900000,400000,LM
236109,Jorge Renato Praceira Diniz,30,Brazil,73,73,Palmeiras,2500000,2600000,CB
179789,Damien Da Silva,34,France,73,73,Olympique Lyonnais,1000000,3900000,CB
215886,Damir Kreilach,33,Croatia,73,73,Real Salt Lake,1900000,800000,ST
232270,Timothy Fosu-Mensah,24,Netherlands,73,77,Bayer 04 Leverkusen,4099999,2800000,RB
239950,Pedro Filipe Rodrigues,25,Portugal,73,76,Ankaragücü,4000000,1200000,CM
255566,Samuel Almeida Costa,21,Portugal,73,81,Almería,6500000,1300000,CDM
162895,Francesc Fàbregas i Soler,35,Spain,73,73,Como,1200000,300000,CM
234319,Lewis Travis,24,England,73,80,Blackburn Rovers,5500000,2700000,CDM
247375,Dia Saba,29,Israel,73,73,Sivasspor,3000000,1600000,CAM
250959,Angelo Stiller,21,Germany,73,79,TSG Hoffenheim,4900000,1900000,CM
252495,Jakub Kamiński,20,Poland,73,83,VfL Wolfsburg,6500000,2400000,LM
256079,Moisés Caicedo,20,Ecuador,73,82,Brighton & Hove Albion,6500000,3000000,CDM
207440,Franco Fragapane,29,Argentina,73,73,Minnesota United,3000000,800000,LM
240976,Marcelo Saracchi,24,Uruguay,73,78,Levante,4300000,900000,LB
252240,Alan Soñora,23,United States,73,79,Independiente,4800000,1100000,CM
226129,Jon Gorenc Stanković,26,Slovenia,73,74,Sturm Graz,3200000,1600000,CDM
247377,Marcos Antonio Silva Santos,22,Brazil,73,81,Lazio,7000000,3000000,CM
250961,Joshua Zirkzee,21,Netherlands,73,82,Bologna,7000000,2100000,ST
230482,Marlon Lourival Nideiro Cintra,26,Brazil,73,73,Flamengo,3300000,2800000,CAM
199763,Bartosz Bereszyński,29,Poland,73,73,Sampdoria,2700000,1500000,RB
210259,Ahmed Hassan,29,Egypt,73,73,Alanyaspor,3000000,2000000,ST
251988,Andrea Colpani,23,Italy,73,80,Monza,6000000,3100000,CM
223573,Munir Mohand Mohamedi,33,Morocco,73,73,Al Wahda,1000000,1500000,GK
163925,Alessandro Diamanti,39,Italy,73,73,Western United,1000000,300000,CAM
239701,Romano Schmid,22,Austria,73,79,Werder Bremen,4900000,1700000,CAM
208470,Fabian Holland,31,Germany,73,73,Darmstadt 98,2200000,1600000,LB
241750,Saad Bguir,28,Tunisia,73,73,Abha,3100000,1200000,CAM
192342,Edwin Cardona,29,Colombia,73,73,Racing Club,3000000,1600000,CAM
224599,Junling Yan,31,China PR,73,73,Shanghai SIPG,1600000,1200000,GK
223064,Fabián Noguera,29,Argentina,73,74,Estudiantes,2800000,1100000,CB
230488,Alvin Severino Sousa Diniz,26,Brazil,73,73,Atlético GO,3300000,1200000,CAM
231512,Lloyd Kelly,23,England,73,80,AFC Bournemouth,5500000,2800000,CB
205401,Valeri Qazaishvili,29,Georgia,73,73,Ulsan,3000000,1100000,LM
153177,Mauro Zárate,35,Argentina,73,73,Platense,1200000,900000,CAM
242267,Jorman Campuzano,26,Colombia,73,75,Giresunspor,3400000,1300000,CDM
183899,Pablo Piatti,33,Argentina,73,73,Estudiantes,1900000,1200000,RM
224348,Lucas Hoyos,33,Argentina,73,73,Vélez Sarsfield,1000000,1000000,GK
232284,Mark Travers,23,Republic of Ireland,73,77,AFC Bournemouth,3500000,2200000,GK
239452,Ibrahima Diallo,23,France,73,79,Southampton,4400000,3100000,CDM
240988,Denis Vavro,26,Slovakia,73,76,København,3500000,1700000,CB
230493,Fabrício Sandro Arnoia Sepa,30,Brazil,73,73,Flamengo,2900000,3100000,RW
233053,Amir Hadžiahmetović,25,Bosnia and Herzegovina,73,76,Konyaspor,3600000,1300000,CDM
214622,Jeremy Toljan,27,Germany,73,73,Sassuolo,2900000,2300000,RB
244318,Loïc Lapoussin,26,Madagascar,73,74,Union Saint-Gilloise,3600000,1400000,LM
257118,Ilan Kebbal,23,Algeria,73,79,Paris,4800000,1800000,RW
243551,Ali Gholizadeh,26,Iran,73,74,Sporting Charleroi,3600000,1300000,RM
199776,Luca Caldirola,31,Italy,73,73,Monza,2100000,3200000,CB
214369,Andrés Andrade,33,Colombia,73,73,Atlético Nacional,1900000,500000,LM
223329,Andrea Conti,28,Italy,73,73,Sampdoria,2800000,1500000,RB
221282,Jack Stacey,26,England,73,75,AFC Bournemouth,3500000,3300000,RB
230242,Lúcio Anselmo Calegario Pitta,30,Brazil,73,73,São Paulo,2900000,2800000,CM
218212,Andries Noppert,28,Netherlands,73,76,SC Heerenveen,2800000,600000,GK
231524,Tomás Pochettino,26,Argentina,73,73,River Plate,3300000,800000,CM
218981,Helibelton Palacios,29,Colombia,73,73,Elche,2700000,1600000,RB
226405,Adrián Arregui,29,Argentina,73,73,Independiente Medellín,3000000,300000,CM
246885,Nicolás Capaldo,23,Argentina,73,79,Salzburg,4800000,1900000,CM
211302,Gianluca Lapadula,32,Peru,73,73,Cagliari,2500000,500000,ST
230246,Caio Welson Chissano Dourado,34,Brazil,73,73,São Paulo,1100000,2600000,LB
242534,Cristian Cásseres Jr,22,Venezuela,73,81,New York RB,6500000,600000,CDM
254310,Alejandro Francés Torrijo,19,Spain,73,82,Real Zaragoza,6000000,500000,CB
232296,Fahd Moufi,26,Morocco,73,76,Portimonense,3700000,700000,RB
247144,Dino Hotić,26,Bosnia and Herzegovina,73,74,Cercle Brugge,3600000,1300000,CAM
202089,Luis Mejía,31,Panama,73,73,Unión Española,1600000,400000,GK
213097,Lucas Vieira de Souza,32,Brazil,73,73,Al Khaleej,2000000,1100000,CDM
190569,Stefan Frei,36,United States,73,73,Seattle Sounders,35000000,400000,GK
224874,Amahl Pellegrino,32,Norway,73,73,Bodø / Glimt,2400000,600000,LW
238186,Marcin Bułka,22,Poland,73,80,Nice,5500000,1900000,GK
229739,Jacek Góralski,29,Poland,73,73,VfL Bochum 1848,2600000,1900000,CDM
213868,Jean-Charles Castelletto,27,Cameroon,73,74,Nantes,3100000,1900000,CB
223596,Smail Prevljak,27,Bosnia and Herzegovina,73,74,AS Eupen,3600000,1200000,ST
169324,Andreas Ulmer,36,Austria,73,73,Salzburg,67500000,1400000,LB
207725,Mike van der Hoorn,29,Netherlands,73,73,FC Utrecht,2500000,1300000,CB
179565,Mario Gavranović,32,Switzerland,73,73,Kayserispor,2500000,1700000,ST
253293,Brian Ocampo,23,Uruguay,73,82,Cádiz,7000000,2000000,LM
220782,Marco Ilaimaharitra,26,Madagascar,73,74,Sporting Charleroi,3200000,1200000,CDM
230254,Paulson Otávio Junqueira Gonçalves,26,Brazil,73,73,Corinthians,3000000,2100000,LB
236142,Nildo Enaldo Reisão Dinis,26,Brazil,73,73,Atlético Mineiro,2900000,2400000,CDM
259694,Óscar Mingueza García,23,Spain,73,81,Celta de Vigo,6500000,1400000,CB
225647,Martín Campaña,33,Uruguay,73,73,Al Batin,1000000,1100000,GK
244591,Jayden Bogle,21,England,73,81,Sheffield United,6500000,1500000,RWB
203888,Eric Fernando Botteghin,34,Brazil,73,73,Ascoli,1000000,500000,CB
220785,Antonio Čolak,28,Croatia,73,73,Rangers,3100000,4400000,ST
233841,Carlos Cuesta,23,Colombia,73,80,Genk,5500000,1100000,CB
217714,Paul Arriola,27,United States,73,73,Dallas,3200000,800000,RM
205427,Jorge Djaniny Tavares Semedo,31,Cape Verde Islands,73,73,Trabzonspor,2600000,3000000,ST
234100,Gonzalo Escobar,25,Argentina,73,76,UD Ibiza,3700000,700000,LB
209781,Pierrick Capelle,35,France,73,73,Angers SCO,1200000,1400000,RM
244853,Kamal Sowah,22,Ghana,73,80,Club Brugge,6000000,1900000,CF
190581,Ulises Dávila,31,Mexico,73,73,Macarthur,2500000,500000,RW
205942,Silviu Lung,33,Romania,73,73,Al Raed,1000000,1200000,GK
220534,Sebastiano Luperto,25,Italy,73,76,Empoli,3600000,3100000,CB
193910,Adam Forshaw,30,England,73,73,Leeds United,2500000,2800000,CDM
251511,Moustapha Zeghba,31,Algeria,73,73,Dhamk,1600000,1300000,GK
208504,Juan Cazares,30,Ecuador,73,73,Independiente,2900000,1200000,CAM
231545,João Miguel Macedo da Silva,27,Portugal,73,77,Marítimo,3200000,700000,GK
218746,José Ángel Pozo la Rosa,26,Spain,73,76,Rayo Vallecano,4000000,1600000,CAM
226170,Emiliano Amor,27,Argentina,73,75,Colo-Colo,3200000,600000,CB
235642,Ryan Yates,24,England,73,79,Nottingham Forest,4400000,3500000,CDM
234875,Lucas Höler,27,Germany,73,73,SC Freiburg,3300000,2400000,ST
235899,Deyovaisio Zeefuik,24,Netherlands,73,78,Hertha BSC,4300000,1900000,RB
252027,Aster Vranckx,19,Belgium,73,82,Milan,6500000,1800000,CM
210044,Christian Burgess,30,England,73,73,Union Saint-Gilloise,2500000,1300000,CB
221053,Elías Gómez,28,Argentina,73,73,River Plate,2800000,1300000,LB
213374,Aderllan de Jesus Santos,33,Brazil,73,73,Rio Ave,1500000,800000,CB
201343,Toni Šunjić,33,Bosnia and Herzegovina,73,73,Henan Jianye,1500000,1000000,CB
237183,Matías Rojas,26,Paraguay,73,73,Racing Club,3300000,1700000,RW
244863,Yassine Benrahou,23,Morocco,73,81,Nîmes,7000000,600000,RM
253055,Isaiah Jones,23,England,73,78,Middlesbrough,4300000,1800000,RWB
228736,Wuilker Faríñez,24,Venezuela,73,78,Lens,3700000,1500000,GK
190593,Danijel Aleksić,31,Serbia,73,73,İstanbul Başakşehir,2500000,2800000,CAM
243586,Ayoub El Kaabi,29,Morocco,73,73,Hatayspor,3000000,1400000,ST
255106,Loïc Badé,22,France,73,81,Nottingham Forest,6500000,2600000,CB
258946,Matteo Lovato,22,Italy,73,82,Salernitana,6500000,1700000,CB
132740,Jesper Hansen,37,Denmark,73,73,AGF,35000000,600000,GK
225668,Karlan Grant,24,England,73,76,West Bromwich Albion,4200000,2700000,ST
230276,Nicolás Júlio Formido Paiva,22,Brazil,73,73,Internacional,3600000,1900000,CAM
212613,Wesley Saïd,27,France,73,73,Lens,3300000,2700000,ST
178566,Javier García,35,Argentina,73,73,Boca Juniors,35000000,700000,GK
190854,Peter Pekarík,35,Slovakia,73,73,Hertha BSC,92500000,1600000,RB
241031,Facundo Garcés,22,Argentina,73,79,Colón,4400000,900000,CB
192647,Gaëtan Charbonnier,33,France,73,73,Auxerre,1900000,1700000,ST
256136,Facundo Torres,22,Uruguay,73,81,Orlando City,7000000,700000,RM
199561,Manuel Agudo Durán,35,Spain,73,73,UD Ibiza,1200000,600000,LM
176009,Sven Kums,34,Belgium,73,73,Gent,1400000,1800000,CM
230282,Guto Ramón Costinho Ribeiro,34,Brazil,73,73,Palmeiras,1000000,2600000,CB
234122,José Artur de Lima Junior,26,Brazil,73,75,Columbus Crew,3400000,700000,CDM
200588,Jeong Ho Hong,32,Korea Republic,73,73,Jeonbuk Motors,2000000,900000,CB
228236,Simon Deli,30,Côte d'Ivoire,73,73,Adana Demirspor,2500000,1600000,CB
230286,Michel David Cruceiro Muscato,30,Brazil,73,73,Flamengo,2500000,2600000,CDM
210831,Birger Verstraete,28,Belgium,73,74,Mechelen,2900000,1700000,CDM
212879,Sven Michel,31,Germany,73,73,FC Union Berlin,2600000,2600000,ST
219536,Ignacio Pussetto,26,Argentina,73,75,Sampdoria,3800000,3700000,ST
253073,Joseph Okumu,25,Kenya,73,77,Gent,3800000,1600000,CB
229010,Selim Amallah,25,Morocco,73,76,Standard Liège,4000000,1300000,CAM
236947,Jordan Torunarigha,24,Germany,73,78,Gent,4200000,1400000,CB
246419,Yari Verschaeren,20,Belgium,73,81,Anderlecht,6500000,1400000,CAM
192660,Sebastian Polter,31,Germany,73,73,Schalke 04,2600000,2200000,ST
220821,Carl Starfelt,27,Sweden,73,75,Celtic,3200000,3600000,CB
227477,Facundo Altamirano,26,Argentina,73,77,Patronato,3300000,1000000,GK
201878,Valentin Eysseric,30,France,73,73,Kasımpaşa,2900000,1300000,CM
212118,Matt Grimes,26,England,73,74,Swansea City,3600000,2300000,CM
258966,Andrea Cambiaso,22,Italy,73,83,Bologna,6500000,5000000,LWB
246423,Luca Orellano,22,Argentina,73,80,Vélez Sarsfield,6000000,1200000,RW
214937,Lucas Villalba,27,Argentina,73,73,Argentinos Juniors,2800000,1100000,CB
215193,Lucas Menossi,29,Argentina,73,73,Tigre,3000000,1100000,CM
224921,Adrián Marín Gómez,25,Spain,73,76,Gil Vicente,3700000,900000,LB
228761,Óscar Estupiñán,25,Colombia,73,76,Hull City,4099999,1600000,ST
233113,Carles Aleñá Castillo,24,Spain,73,79,Getafe,4800000,1900000,CM
263578,Alejandro Balde Martínez,18,Spain,73,83,FC Barcelona,6000000,2200000,LB
230043,Faitout Maouassa,23,France,73,76,Montpellier,3800000,1600000,LB
192667,Allan-Roméo Nyom,34,Cameroon,73,73,Leganés,1100000,1000000,RB
225692,Matthias Bader,25,Germany,73,75,Darmstadt 98,3500000,1500000,RB
242332,Gianluca Busio,20,United States,73,84,Venezia,6500000,400000,CM
189084,Eloy Room,33,Curacao,73,73,Columbus Crew,1000000,600000,GK
212125,Lazar Marković,28,Serbia,73,73,Gaziantep F.K.,3100000,1600000,RM
230301,Emanuel Breno Teixeira Rocha,38,Brazil,73,73,América Mineiro,55000000,900000,CB
233885,Eray Cömert,24,Switzerland,73,79,Valencia,4400000,2000000,CB
225182,Jarlan Barrera,26,Colombia,73,74,Atlético Nacional,3600000,500000,CAM
233630,Hugo Cuypers,25,Belgium,73,76,Gent,4099999,1900000,ST
183966,Facundo Roncaglia,35,Argentina,73,73,Boca Juniors,92500000,900000,RB
251806,Quinten Timber,21,Netherlands,73,85,Feyenoord,7500000,700000,CM
189342,Carlo Pinsoglio,32,Italy,73,73,Juventus,1500000,4700000,GK
220831,Mickaël Malsa,26,France,73,74,Real Valladolid,3600000,1800000,CM
233631,Amath Ndiaye,25,Senegal,73,74,Mallorca,3600000,2000000,LM
240543,Maxime Leverbe,25,France,73,76,Benevento,3600000,400000,CB
201888,Veton Berisha,28,Norway,73,73,Hammarby,3100000,800000,ST
214944,Gerard Gumbau Garriga,27,Spain,73,74,Elche,3500000,1600000,CM
225696,Murilo de Souza Costa,27,Brazil,73,73,Gil Vicente,3200000,1000000,RM
193440,Nick Viergever,32,Netherlands,73,73,FC Utrecht,2000000,1300000,CB
200353,Adama Soumaoro,30,France,73,73,Bologna,2500000,2300000,CB
201377,Jeison Murillo,30,Colombia,73,73,Sampdoria,2500000,1500000,CB
216481,Jake Cooper,27,England,73,74,Millwall,3100000,1200000,CB
223137,Federico Bonazzoli,25,Italy,73,77,Salernitana,4300000,2200000,ST
255137,José Cifuentes,23,Ecuador,73,80,Los Angeles FC,5500000,600000,CDM
259233,Ilaix Moriba,19,Guinea,73,82,Valencia,6500000,2000000,CM
232610,Takuma Asano,27,Japan,73,73,VfL Bochum 1848,3200000,2000000,RM
211107,Frederico André Ferrão Venâncio,29,Portugal,73,73,SD Eibar,2500000,900000,CB
241827,Martín Aguirregabiria,26,Spain,73,76,Famalicão,3700000,800000,RB
256675,Omar Marmoush,23,Egypt,73,81,VfL Wolfsburg,7000000,3100000,ST
219812,Patrick Ciurria,27,Italy,73,73,Monza,3200000,3500000,RM
221860,Carlos Gruezo,27,Ecuador,73,75,FC Augsburg,3300000,2000000,CDM
235172,Rúben Nascimento Vinagre,23,Portugal,73,79,Everton,4500000,900000,LWB
238756,Jørgen Strand Larsen,22,Norway,73,82,Celta de Vigo,7000000,1800000,ST
242084,Carlos Miguel Coronel,25,Brazil,73,77,New York RB,3300000,500000,GK
224933,Kevin Lasagna,29,Italy,73,73,Hellas Verona,3000000,2400000,ST
244389,Fernando Dos Santos Pedro,23,Brazil,73,81,Salzburg,7000000,2100000,ST
245157,Juan Diego Molina Martínez,28,Spain,73,73,SD Eibar,3100000,1000000,LM
252837,Nicolás Melamed Ribaudo,21,Spain,73,83,Espanyol,7000000,1100000,LM
218534,Sargis Adamyan,29,Armenia,73,73,FC Köln,3000000,2500000,ST
236454,Souleyman Doumbia,25,Côte d'Ivoire,73,76,Angers SCO,3700000,1700000,LWB
237223,Julian Gressel,28,Germany,73,73,Vancouver Whitecaps,3100000,800000,RM
213928,Eduard Sobol,27,Ukraine,73,74,Club Brugge,3200000,1800000,LB
236457,Dimitris Giannoulis,26,Greece,73,74,Norwich City,3300000,3100000,LB
239529,Frank Onyeka,24,Nigeria,73,77,Brentford,4000000,2800000,CDM
244393,Gonzalo Villar del Fraile,24,Spain,73,79,Sampdoria,4800000,3700000,CM
178090,Diego Biseswar,34,Suriname,73,73,PAOK,1400000,100000,LW
194730,Juan Carlos Martín Corral,34,Spain,73,73,Girona,52500000,1500000,GK
210603,Yasser Al Shahrani,30,Saudi Arabia,73,73,Al Hilal,2600000,2700000,LB
222123,Aaron Long,29,United States,73,73,New York RB,2500000,700000,CB
254891,José Andrés Martínez,27,Venezuela,73,74,Philadelphia Union,3100000,700000,CDM
224428,Juan Ferney Otero,27,Colombia,73,73,Sporting Gijón,3200000,900000,RM
229804,Alexandru Mitriță,27,Romania,73,73,Al Raed,3200000,1800000,LW
227503,Jacob Bruun Larsen,23,Denmark,73,78,TSG Hoffenheim,4600000,2500000,LW
243887,Tobias Mohr,26,Germany,73,73,Schalke 04,3300000,2000000,LM
239025,Ibrahima Niane,23,Senegal,73,78,Metz,4700000,800000,ST
223154,Ozan Tufan,27,Turkey,73,74,Hull City,3500000,1500000,CM
251570,Rayan Cherki,18,France,73,88,Olympique Lyonnais,7000000,1900000,LW
221875,Jun Ho Son,30,Korea Republic,73,73,Shandong Luneng,2500000,1600000,CDM
229556,Allano Brendon de Souza Lima,27,Brazil,73,73,Santa Clara,3200000,600000,LM
238004,Albert Guðmundsson,25,Iceland,73,76,Genoa,4000000,500000,RM
238516,Leo Østigård,22,Norway,73,82,Napoli,6500000,2800000,CB
